EmployeeNumber,Age,Department,JobRole,Cluster,Attrition_Probability,Priority,Num_Actions,Recommendations
361,38,Sales,Sales Executive,0,0.0046339909643466175,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
362,32,Research & Development,Laboratory Technician,1,0.055656749825758155,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
363,46,Sales,Manager,0,0.017507626169652894,Normal,10, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
364,28,Research & Development,Laboratory Technician,1,0.9365813059845844,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
366,29,Sales,Sales Executive,1,0.04568043401825689,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
367,31,Research & Development,Healthcare Representative,1,0.022712785141623466,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
369,25,Research & Development,Healthcare Representative,1,0.004030377874149414,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
372,45,Research & Development,Healthcare Representative,0,0.013051244699512911,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
373,36,Research & Development,Laboratory Technician,0,0.007056908774360219,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
374,55,Research & Development,Manager,0,0.02667954936801224,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
376,47,Research & Development,Manager,0,0.876646918841367,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
377,28,Research & Development,Research Scientist,1,0.010610098498593954,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
378,37,Sales,Sales Executive,1,0.010180525616024805,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
379,21,Research & Development,Research Scientist,1,0.04681746978050095,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
380,37,Research & Development,Research Director,1,0.008254471301120107,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
381,35,Research & Development,Manager,0,0.006041907906249869,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
382,38,Sales,Sales Executive,1,0.013591019407949557,Normal,11, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
384,26,Research & Development,Manufacturing Director,1,0.006706928951673299,Normal,4, Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être
385,50,Research & Development,Research Director,0,0.01300445940159986,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
386,53,Research & Development,Research Director,0,0.01776968236157561,Normal,3, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
387,42,Sales,Sales Executive,0,0.007788500758382609,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
388,29,Sales,Sales Executive,1,0.03071748683284004,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
389,55,Research & Development,Laboratory Technician,0,0.016296097517437234,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
390,26,Research & Development,Healthcare Representative,1,0.043849875775718986,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
391,37,Research & Development,Research Scientist,0,0.004767116287496004,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
392,44,Research & Development,Laboratory Technician,1,0.9353562588353477,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
393,38,Research & Development,Healthcare Representative,1,0.011032032672159749,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
394,26,Research & Development,Laboratory Technician,1,0.9550503088095126,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
395,28,Research & Development,Research Scientist,1,0.007808220638771472,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
396,49,Research & Development,Research Director,0,0.039662046818221976,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
397,36,Research & Development,Research Scientist,1,0.042052117970016616,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
399,31,Sales,Sales Representative,1,0.10535098808692493,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
401,26,Sales,Sales Executive,1,0.8676470869335438,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
403,37,Research & Development,Research Scientist,1,0.1286658240155375,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
404,42,Sales,Sales Executive,0,0.014799864781529292,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
405,18,Research & Development,Laboratory Technician,1,0.8926811421760318,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
406,35,Sales,Sales Executive,0,0.02168503514797467,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
407,36,Research & Development,Laboratory Technician,1,0.011974765347929642,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
408,51,Research & Development,Manufacturing Director,1,0.01730705707621346,Normal,3, Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
410,41,Sales,Manager,0,0.00544885280451793,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
411,18,Sales,Sales Representative,1,0.11696173082351963,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
412,28,Research & Development,Healthcare Representative,1,0.05028847392915139,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
416,31,Sales,Sales Executive,0,0.01797395821118009,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
417,39,Research & Development,Healthcare Representative,0,0.009619886920775917,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
419,36,Research & Development,Laboratory Technician,0,0.00702927254949697,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
420,32,Sales,Sales Executive,0,0.010393199432132858,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
421,38,Research & Development,Research Director,0,0.012542272215126386,Normal,6, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
422,58,Research & Development,Healthcare Representative,1,0.009226817170305572,Normal,3, Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
423,31,Research & Development,Research Scientist,1,0.023189391729849903,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
424,31,Human Resources,Human Resources,1,0.07122286251797183,Normal,10, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
425,45,Research & Development,Laboratory Technician,0,0.02213814724130791,Normal,14, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
426,31,Research & Development,Research Scientist,1,0.030614240585137693,Normal,7, Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
428,33,Research & Development,Manager,0,0.012867948328613552,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
429,39,Research & Development,Manager,0,0.017347616906923016,Normal,8, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
430,43,Research & Development,Laboratory Technician,1,0.01912023134187492,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
431,49,Research & Development,Healthcare Representative,0,0.06576862235927264,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
433,52,Research & Development,Research Scientist,0,0.6981452916735351,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
434,27,Research & Development,Research Scientist,1,0.17975154212213532,Normal,3, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
436,32,Sales,Sales Executive,0,0.06975121319843876,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
437,27,Sales,Sales Executive,1,0.09892029747364615,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
438,31,Sales,Sales Executive,0,0.020171387648473458,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
439,32,Research & Development,Research Scientist,1,0.03276698451089103,Normal,6, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
440,28,Research & Development,Research Scientist,1,0.966627364451144,URGENT,13, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
441,30,Research & Development,Research Scientist,0,0.010415336693110002,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
442,31,Research & Development,Manufacturing Director,0,0.050157622179771044,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
444,39,Research & Development,Manager,0,0.008502619605845262,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
445,39,Sales,Sales Executive,1,0.674202664992406,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
446,33,Sales,Sales Executive,1,0.015294329452244449,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
447,47,Research & Development,Research Director,0,0.005466282949543009,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
448,43,Research & Development,Laboratory Technician,1,0.010451978687704885,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
449,27,Sales,Sales Executive,1,0.015536125052923547,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
450,54,Research & Development,Research Scientist,1,0.03112235932715753,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
451,43,Research & Development,Healthcare Representative,1,0.03592423924552136,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
452,45,Research & Development,Research Scientist,0,0.007885686988834744,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
453,40,Sales,Sales Executive,1,0.04010278712815308,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
454,29,Research & Development,Laboratory Technician,1,0.9125654434988518,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
455,29,Research & Development,Laboratory Technician,1,0.024679175376609748,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
456,30,Sales,Sales Executive,1,0.0064034068877648195,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
458,27,Sales,Sales Executive,1,0.010855522695252357,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
460,37,Research & Development,Manufacturing Director,1,0.012356100276247369,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
461,38,Research & Development,Research Director,0,0.006039826643752317,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
462,31,Research & Development,Manufacturing Director,0,0.02024760243321043,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
463,29,Sales,Sales Executive,1,0.07937418897270387,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
464,35,Research & Development,Manufacturing Director,0,0.012243526907364504,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
465,23,Research & Development,Research Scientist,1,0.0061882762598530665,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
466,41,Research & Development,Manufacturing Director,1,0.040356252688365256,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
467,47,Sales,Sales Representative,1,0.07964826889790963,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
468,42,Research & Development,Research Director,1,0.011954312196274693,Normal,6, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
469,29,Sales,Sales Executive,1,0.008074934237480097,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
470,42,Human Resources,Human Resources,1,0.04996113656278123,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
471,32,Research & Development,Laboratory Technician,1,0.011204570866530423,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
473,48,Sales,Manager,1,0.010590760864117858,Normal,10, Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
474,37,Research & Development,Research Scientist,0,0.016877327435242687,Normal,8, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
475,30,Sales,Sales Executive,1,0.1313173323904487,Normal,6, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
476,26,Sales,Sales Executive,0,0.007744693903878281,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
477,42,Research & Development,Healthcare Representative,1,0.00987922161209469,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
478,21,Sales,Sales Representative,1,0.9824015900418155,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
479,36,Sales,Sales Executive,1,0.004302448380202414,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
481,36,Sales,Sales Executive,0,0.051013263272436694,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
482,57,Research & Development,Healthcare Representative,1,0.017799812920883135,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
483,40,Research & Development,Laboratory Technician,1,0.016878361389257204,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
484,21,Sales,Sales Representative,1,0.02200284964976349,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
485,33,Sales,Sales Representative,1,0.8503119613684442,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
486,37,Research & Development,Laboratory Technician,1,0.022373347727805658,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
487,46,Research & Development,Manufacturing Director,1,0.009157189019901025,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
488,41,Sales,Sales Executive,0,0.5847573786580813,Moyen,9, RISQUE MOYEN D'ATTRITION | → Suivi régulier avec le manager |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
491,50,Research & Development,Healthcare Representative,1,0.020365108138676504,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
492,40,Sales,Sales Executive,1,0.888791385871466,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
493,31,Research & Development,Research Scientist,1,0.1542340660880952,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
494,21,Sales,Sales Representative,1,0.8416213317682655,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
495,29,Research & Development,Research Scientist,1,0.03426969073117946,Normal,6, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
496,35,Research & Development,Healthcare Representative,1,0.017790240441318914,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
497,27,Research & Development,Laboratory Technician,1,0.007678049750159915,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
498,28,Sales,Sales Executive,1,0.01178300156805546,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
499,49,Research & Development,Healthcare Representative,1,0.010650202111243,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
500,51,Sales,Sales Executive,0,0.01760947638828264,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
501,36,Research & Development,Research Scientist,1,0.007952346691082114,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
502,34,Sales,Sales Executive,1,0.9023095648537545,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
505,55,Research & Development,Manager,0,0.0039310451658842865,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
507,24,Sales,Sales Executive,1,0.013958431627212716,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
508,30,Sales,Sales Representative,1,0.08040261196406472,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
510,26,Research & Development,Research Scientist,1,0.7470318492126473,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
511,22,Research & Development,Research Scientist,1,0.024475306316765234,Normal,9, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
513,36,Sales,Sales Executive,0,0.017154108903202344,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
514,30,Research & Development,Research Scientist,1,0.972052105980595,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
515,37,Research & Development,Laboratory Technician,0,0.013558773768500485,Normal,8, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
516,40,Sales,Sales Executive,1,0.011239653140977648,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
517,42,Research & Development,Laboratory Technician,1,0.008236138252879156,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
518,37,Research & Development,Manufacturing Director,1,0.01585330971562053,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
520,43,Research & Development,Research Director,0,0.011199860135476022,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
521,40,Research & Development,Laboratory Technician,1,0.00850612456535782,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
522,54,Research & Development,Research Director,0,0.02419375866001926,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
523,34,Sales,Sales Executive,1,0.014820770057872914,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
524,31,Research & Development,Manufacturing Director,0,0.015090763871329904,Normal,11, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
525,43,Research & Development,Laboratory Technician,1,0.014533043825869289,Normal,9, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
526,43,Research & Development,Healthcare Representative,1,0.015549053076148537,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
527,25,Sales,Sales Executive,1,0.056790293933443405,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
